StationCode,RT_RO_Other,Logger_DO_mean,Logger_Salin_mean,Logger_Temp_mean,Logger_pH_mean,Chl_a_DHEC,SiltClay,Entero_DHEC,LOG_entero,FecalColiform_DHEC,LOG_FC,Met_Total,PAH_Total,PCB_Total,DDT_Total,PBDE_Total,ERMQ_DDT_tot,ERMQ_met,ERMQ_PAH_tot,ERMQ_PCB_tot,ERMQ_ALL,trawl_SP_RICH,trawl_ABUND,benth_SP_RICH,benth_ABUNDANCE,BIBI,MAMBI,HUC14_IMPERV_PRCT,HUC14_DEV_cut,HUC14_DEV_quant
RT15102,TidalCreek,5.45,17.92,27.97,7,9.87,11.65,88,1.944482672,17,1.230448921,34.43,48.31,1.83,0.79,0,0.01,0.02,0.002659,0.01,0.00984798,4,20,9,109,3,0.25,0.36,UNDEV,UNDEV
RT15103,TidalCreek,3.51,29.98,31.01,7.2,11.71,74.24,25.5,1.40654018,0,0,125.79,51.63,0.5,1.02,0,0.02,0.07,0.004031015,0.002806195,0.02,10,65,15,239,2.5,0.44,0.24,UNDEV,UNDEV
RT15104,TidalCreek,3.89,33.7,29.7,7.68,7.63,30.05,0,0,14,1.146128036,86.64,55.34,1.07,0.13,0.54,0.002975423,0.04,0.002587056,0.005984789,0.01,7,19,21,182,4,,12.51,UNDEV,DEV
RT15105,TidalCreek,5.89,36.21,28.43,7.73,9.09,25.65,156.5,2.194514342,920,2.963787827,88.07,224.97,3.54,0.18,0.04,0.004019588,0.04,0.0097185,0.01,0.02,10,36,22,126,3.5,0.41,18.37,UNDEV,DEV
RT15106,TidalCreek,4.64,33.69,31.21,7.42,9.64,27.14,36.66666794,1.564192461,11,1.041392685,48.73,18.61,0.83,0.14,0,0.003172148,0.02,0.000929888,0.004615628,0.009965234,9,32,13,113,3,0.43,5.94,UNDEV,DEV
RT15110,TidalCreek,3.85,30.99,29.99,7.35,8.95,22.02,6.666666508,0.823474229,0,0,52.65,12.65,0.16,0.09,0,0.002103818,0.03,0.00094296,0.00094065,0.01,9,71,17,79,3,0.45,1.05,UNDEV,UNDEV
RT15112,TidalCreek,3.59,32.38,31.1,7.41,9.03,63.17,6.666666508,0.823474229,11,1.041392685,82.8,77.64,1.09,0.9,0,0.01,0.05,0.00394186,0.006103233,0.02,10,59,6,65,1.5,0.19,0.87,UNDEV,UNDEV
RT16114,TidalCreek,3.81,29.5,30.71,7.48,9.3,18.01,3.333333254,0.522444234,4.5,0.653212514,46.24,7.15,0.05,0.11,0,0.002494946,0.02,0.000511097,0.000297606,0.00847047,8,22,30,147,3.5,0.57,0.35,UNDEV,UNDEV
RT16116,TidalCreek,5.68,33.52,30.17,7.78,8.09,11,6.666666508,0.823474229,0,0,35.37,9.14,0.02,0.11,0,0.002579241,0.01,0.000583836,0.000156883,0.006819742,11,20,18,54,3.5,0.44,5.31,UNDEV,DEV
RT16121,TidalCreek,3.76,32.9,30.36,7.36,9.2,36.09,30.66666603,1.486572151,6.099999905,0.785329828,72.03,15.92,0.12,0.21,0,0.004714078,0.04,0.001183863,0.000691372,0.01,18,89,27,142,3,0.44,0.24,UNDEV,UNDEV
RT16123,TidalCreek,4.27,19.82,31.19,7.14,11.41,94.44,45,1.653212514,33,1.51851394,91.05,67.43,1.2,0.87,0,0.01,0.05,0.004723945,0.006713711,0.02,8,88,8,155,2,,2.28,UNDEV,DEV
RT16125,TidalCreek,6.75,26.37,31.12,7.46,10.06,7.3,24,1.380211242,450,2.653212514,18.97,5.95,0.03,0,0,0,0.01,0.000350255,0.000194044,0.004546178,6,11,23,91,3,,2.28,UNDEV,DEV
RT16127,TidalCreek,5.03,33.85,31.27,7.54,40.62,38.97,3.333333254,0.522444234,2,0.301029996,86.51,11.59,0.01,0.13,0.16,0.002893232,0.06,0.000835086,0.000102917,0.02,8,25,22,95,3,0.52,4.13,UNDEV,DEV
RT16129,TidalCreek,,35.64,30.58,7.48,14.6,13.56,3.333333254,0.522444234,2,0.301029996,39.94,4.6,0.03,0.17,0,0.003867397,0.02,0.000617872,0.000169311,0.007783245,10,28,9,713,2.5,0.19,1.71,UNDEV,DEV
RT16130,TidalCreek,4.27,21.47,30.91,7.31,9.52,5.75,0,0,4.5,0.653212514,29.77,3.47,0.01,0,0,0,0.01,0.000214618,7.12E-05,0.006644253,5,15,43,618,4.5,0.63,2.28,UNDEV,DEV
RT16131,TidalCreek,5.14,27.23,30.46,7.29,15.02,27.8,72.66666412,1.861295394,350,2.544068044,59.8,9.42,0.17,0.11,0,0.002407028,0.03,0.000676929,0.000972861,0.01,16,658,11,101,2,0.23,1.13,UNDEV,UNDEV
RT16132,TidalCreek,6.18,21.67,31.39,7.71,9.72,6.27,3.333333254,0.522444234,33,1.51851394,40.25,16.63,0.59,0.31,0,0.006938721,0.02,0.000778502,0.003309333,0.00893891,5,13,21,129,3.5,0.48,14.15,UNDEV,DEV
RT16134,TidalCreek,4.88,10.66,30.04,6.81,13.12,75.53,66.66666412,1.823865309,33,1.51851394,97.64,22.02,0.19,0,0,0,0.05,0.003403134,0.001097028,0.01,3,5,12,406,4.5,0.32,1.19,UNDEV,UNDEV
RT16135,TidalCreek,4.26,24.67,30.88,7.2,9.65,21.7,20,1.301029996,23,1.361727836,57.19,22.63,0.19,0.35,0,0.007669002,0.03,0.001587762,0.001100256,0.01,14,64,13,65,2.5,0.3,0.24,UNDEV,UNDEV
RT16137,TidalCreek,3.12,34.41,30.73,7.66,9.86,23.58,13.66666699,1.135450699,7.800000191,0.892094613,52.92,9.51,0.13,0.13,0,0.003028395,0.03,0.000780941,0.000723895,0.01,12,24,16,41,3.5,0.49,0.44,UNDEV,UNDEV
RT16138,TidalCreek,5.77,31.67,30.58,7.55,7.23,40.33,17,1.230448921,4,0.602059991,80.03,88.44,0.61,0.32,0,0.007147831,0.04,0.003691284,0.003432467,0.01,4,19,15,58,3,0.44,9.79,UNDEV,DEV
RT16139,TidalCreek,4.75,15.68,30.02,7.13,6.77,56.43,10.33333302,1.014100322,11,1.041392685,94.41,45.7,0.2,0.37,0,0.008110434,0.05,0.00285255,0.001150078,0.01,2,3,10,51,2,0.36,0.23,UNDEV,UNDEV
RT17140,TidalCreek,3.75,31.59,30.63,7.5,8.39,77.98,10,1,21,1.322219295,121.17,40.71,0.19,0.25,0,0.005464013,0.06,0.006303887,0.001059356,0.02,0,0,19,67,2.5,0.38,1.23,UNDEV,UNDEV
RT17142,TidalCreek,5.22,34.78,29.03,7.7,12.79,15.09,10,1,0,0,45.88,10.41,0.02,0.04,0,0.000899588,0.02,0.000651123,0.000122872,0.008242262,8,17,46,895,4.5,,1.66,UNDEV,UNDEV
RT17143,TidalCreek,4.48,24.56,31.36,7.07,15.05,70.36,52,1.716003344,17,1.230448921,114.42,60.22,3.67,0.29,0,0.006352473,0.06,0.002678401,0.02,0.02,10,43,16,121,2.5,0.39,0.72,UNDEV,UNDEV
RT17144,TidalCreek,6.61,27.66,30.75,7.47,33.84,29.72,53.66667,1.729650668,7.800000191,0.892094613,66.13,36.06,0.15,0.13,0,0.002910456,0.03,0.002709704,0.000838578,0.01,6,22,11,270,2.5,0.29,1.76,UNDEV,DEV
RT17146,TidalCreek,4.9,31.94,28.68,7.58,8.02,17.58,10,1,13,1.113943352,47.92,16.73,0.19,0,0,0,0.02,0.00090464,0.001084689,0.008527616,2,2,31,422,4,,0.52,UNDEV,UNDEV
RT17148,TidalCreek,3.86,7.02,29.06,6.85,14.45,59.02,27.33333,1.436639632,110,2.041392685,152.74,164.54,1.27,0.39,0.09,0.008675553,0.07,0.007784782,0.007059678,0.02,2,24,6,18,2.5,0.27,6.49,UNDEV,DEV
RT17149,TidalCreek,4.99,37.02,28.53,7.84,8.94,13.25,15,1.176091259,2,0.301029996,48.76,6.56,0.07,0,0,0,0.03,0.00053642,0.000392,0.01,22,61,31,269,4,,4.13,UNDEV,DEV
RT17150,TidalCreek,4.17,26.43,29.04,7.28,12.36,44.26,31,1.491361694,23,1.361727836,82.28,18.22,0.13,0,0,0,0.04,0.003722116,0.000753872,0.01,12,54,17,246,3,0.28,0.35,UNDEV,UNDEV
RT17151,TidalCreek,3.87,20.08,29.3,7.31,43.85,19.39,20,1.301029996,7.800000191,0.892094613,57.2,18.86,0.15,0.17,0,0.003750477,0.03,0.001239757,0.000845272,0.01,0,0,13,134,2.5,0.32,0.24,UNDEV,UNDEV
RT17152,TidalCreek,4.31,33.36,28.84,7.69,8.27,70.31,0,0,4.5,0.653212514,128.12,261.37,1.08,0.17,0,0.003858026,0.06,0.01,0.006019722,0.03,16,70,19,322,3.5,,13.36,UNDEV,DEV
RT17153,TidalCreek,4.91,32.99,30.77,7.68,12.63,41.47,0,0,0,0,81.11,15.02,0.09,0,0,0,0.05,0.001035979,0.000505811,0.01,11,21,37,1409,5,,0.54,UNDEV,UNDEV
RT17155,TidalCreek,3.58,15.74,30.73,7.04,4.9,70.69,36,1.556302501,4,0.602059991,99.7,87.09,0.1,0,0,0,0.05,0.006200855,0.000610822,0.02,5,6,23,1300,4,0.43,0.13,UNDEV,UNDEV
RT17156,TidalCreek,3.84,27.67,30.77,7.3,14.88,8.36,25.5,1.40654018,84,1.924279286,41,7.78,0,0,0,0,0.02,0.000437161,0,0.008095087,6,11,38,357,4,,0.88,UNDEV,UNDEV
RT17160,TidalCreek,3.96,33.01,30.4,7.5,18.75,3.14,10,1,2,0.301029996,14.5,3.2,0,0,0,0,0.0086,0.000218306,0,0.002932579,2,23,25,1580,4,,0.47,UNDEV,UNDEV
RT17162,TidalCreek,5.21,33.25,28.82,7.64,3.92,24.32,10,1,11,1.041392685,66.69,22.95,0.16,0,0,0,0.03,0.001048116,0.000940017,0.01,6,14,36,358,4.5,0.52,8.13,UNDEV,DEV
RT18164,TidalCreek,5.09,32.67,29.06,7.74,,15.73,10,1,2,0.301029996,45.6,15.29,0.41,0,0,0,0.02,0.000939046,0.002280344,0.009067356,14,20,60,829,4.5,,22.5,DEV,DEV
RT18169,TidalCreek,5.58,32.47,27.45,7.97,,3.73,0,0,2,0.301029996,24.89,4.53,0.15,0,0,0,0.01,0.000185431,0.000816917,0.003597278,6,39,29,114,4,,18.69,UNDEV,DEV
RT18171,TidalCreek,3.94,5.48,29.9,6.49,,41.37,41,1.612783857,23,1.361727836,45.69,64.27,0.74,0.35,0.14,0.007608026,0.02,0.003376223,0.004084778,0.01,5,6,3,9,1.5,0.27,0.47,UNDEV,UNDEV
RT18175,TidalCreek,3.62,12.08,30.36,7.04,,12.44,148,2.170261715,540,2.73239376,39.43,5.07,0.52,0,0,0,0.02,0.000317727,0.002897606,0.007385272,12,103,18,163,3.5,0.29,3.22,UNDEV,DEV
RT18176,TidalCreek,3.83,22.93,29.9,7.24,,31.51,30,1.477121255,4.5,0.653212514,52.97,34.76,0.93,0.41,0,0.008943927,0.03,0.002290854,0.00517665,0.01,0,0,18,359,2.5,0.29,0.88,UNDEV,UNDEV
RT18178,TidalCreek,3.45,30.21,29.37,7.46,,16.98,0,0,2,0.301029996,43.75,12.57,0.27,0.07,0,0.001558026,0.02,0.000982067,0.001502689,0.008441037,6,13,59,803,4,,0.35,UNDEV,UNDEV
RT18179,TidalCreek,4.15,30.69,30.14,7.43,,19.66,0,0,11,1.041392685,34.65,13.21,0.38,0.16,0,0.003551388,0.01,0.000944514,0.002135817,0.007268595,11,16,38,230,4.5,,6.25,UNDEV,DEV
RT18180,TidalCreek,4.31,30.37,29.42,7.53,,22.1,0,0,14,1.146128036,53.41,21.43,0.39,0.15,0,0.00333718,0.03,0.001712764,0.002141128,0.01,15,83,41,436,3.5,0.52,13.36,UNDEV,DEV
RT18181,TidalCreek,4.92,26.54,28.95,7.61,,89.58,0,0,0,0,143.6,39.31,1.08,0,0.06,0,0.09,0.003422276,0.005982245,0.03,11,68,30,294,4,,0.44,UNDEV,UNDEV
RT18183,TidalCreek,3.1,2.52,29.89,6.57,,12.36,74,1.86923172,350,2.544068044,20.18,9.48,0.59,0.08,0,0.001802972,0.01,0.001337239,0.00325705,0.003887788,4,17,9,32,2,0.34,0.13,UNDEV,UNDEV
RT18186,TidalCreek,3.93,16.84,30.55,7.19,,2.93,10,1,2,0.301029996,31.13,0.5,0.18,0,0,0,0.02,0.000113538,0.000987067,0.007295904,11,23,20,495,4,,2.76,UNDEV,DEV
RT18187,TidalCreek,3.65,9.51,31.01,6.98,,11.53,10,1,280,2.447158031,28.98,13.92,0.76,0.08,0.03,0.00179666,0.01,0.001100866,0.004196855,0.005751109,0,0,9,161,2.5,0.2,0.88,UNDEV,UNDEV
RT18188,TidalCreek,4.6,28.96,29.21,7.5,,24.23,10,1,49,1.69019608,40.59,17.76,0.66,0.1,0,0.002127375,0.02,0.001485656,0.0036918,0.008371687,14,120,21,196,2.5,0.43,0.47,UNDEV,UNDEV
RT18190,TidalCreek,6.1,28.2,30.5,7.5,,10.4,0,0,6.8,0.832508913,26.5,2.74,0.24,0,0,0,0.01,0.000259205,0.001350944,0.006229687,5,9,25,292,3.5,0.33,0.24,UNDEV,UNDEV
RT18191,TidalCreek,5.34,34.42,29.28,7.89,,10.5,0,0,0,0,41.95,11.5,0.21,0,0,0,0.02,0.00058169,0.001143806,0.01,10,29,,,4.5,,4.13,UNDEV,DEV
RT99001,TidalCreek,3.91,33.76,27.5,7.55,7.79,89.49,,,13,1.113943352,208.69,40.2,2.25,0,,0,0.1,0.001595374,0.01,0.03,9,36,9,47,2.5,0.37,0.44,UNDEV,UNDEV
RT99002,TidalCreek,5.36,35.68,25.37,7.89,5.68,4.64,,,2,0.301029996,25.94,0,1.01,0.02,,0.000544469,0.01,0,0.005627778,0.006158987,0,0,29,126,3.5,0.47,1.58,UNDEV,UNDEV
RT99003,TidalCreek,3.68,32.35,28.76,7.46,7.84,35.99,,,22,1.342422681,83.88,16.22,1.16,0.04,,0.001023861,0.04,0.000532461,0.0065,0.01,24,181,27,156,3.5,0.49,1.57,UNDEV,UNDEV
RT99004,TidalCreek,3.7,34.35,29.23,7.61,12.28,10.45,,,8,0.903089987,28.22,0,0.92,0.09,,0.001952278,0.02,0,0.005144444,0.00708992,18,82,41,457,4.5,,4.82,UNDEV,DEV
RT99005,TidalCreek,3.96,28.71,31.11,7.51,6.2,40.92,,,,,112.57,142.64,1.3,0.23,,0.005075922,0.05,0.004899312,0.007233333,0.02,14,72,16,70,3,0.49,8.6,UNDEV,DEV
RT99006,TidalCreek,4.85,32.34,28.91,7.78,19.6,8.34,,,70,1.84509804,32.18,8.63,0.85,0,,0,0.02,0.000192668,0.004722222,0.007496486,13,72,17,293,2.5,0.24,22.79,DEV,DEV
RT99007,TidalCreek,3.95,34.44,29.79,7.57,12.64,26.89,,,50,1.698970004,79.23,57.38,0.33,0.05,,0.001143167,0.04,0.001972674,0.001880556,0.01,14,109,27,198,3,0.42,11.57,UNDEV,DEV
RT99008,TidalCreek,,32.09,29.11,7.5,6.09,30.68,,,2,0.301029996,72.31,0,1.15,0,,0,0.04,0,0.006444444,0.01,16,147,24,259,4,0.47,1.57,UNDEV,UNDEV
RT99009,TidalCreek,2.53,32.61,31.66,7.28,13.19,95.03,,,130,2.113943352,180.09,0,5.48,0,,0,0.08,0,0.03,0.02,16,125,3,12,1,0.2,1.68,UNDEV,UNDEV
RT99010,TidalCreek,4.46,24.64,32.53,7.37,9.16,31.24,,,8,0.903089987,88.9,62.97,2.39,0.16,,0.003579176,0.04,0.002000804,0.01,0.01,6,149,18,73,4,0.4,0.61,UNDEV,UNDEV
RT99012,TidalCreek,3.88,35.28,31.17,7.5,11.63,15.51,,,0,0,37.39,0,0.78,0,,0,0.02,0,0.004361111,0.007974792,9,137,19,194,2,0.28,1.57,UNDEV,UNDEV
RT99013,TidalCreek,3.75,33.61,29.48,7.59,7.04,94.8,,,4,0.602059991,173.87,61.38,1.67,0,,0,0.09,0.001370334,0.0093,0.03,19,185,35,150,4,0.52,1.57,UNDEV,UNDEV
RT99017,TidalCreek,5.54,18.78,29.91,7.38,39.57,13.35,,,300,2.477121255,62.02,46.04,1.54,0.52,,0.01,0.03,0.001769066,0.008577778,0.01,18,40,11,148,2.5,0.26,9.46,UNDEV,DEV
RT99019,TidalCreek,4.01,31.48,32.1,7.45,21.53,2.9,,,4,0.602059991,9.03,0,1.02,0,,0,0.01,0,0.005716667,0.0035993,9,261,15,144,3.5,0.39,0.47,UNDEV,UNDEV
RT99021,TidalCreek,3.87,32.21,29.16,7.65,11.18,59.43,,,4,0.602059991,140.24,80.33,0,0,,0,0.06,0.003147884,0,0.02,12,56,17,58,4,0.45,11.57,UNDEV,DEV
RT99022,TidalCreek,3.52,30.08,32.43,7.63,6.01,34.57,,,30,1.477121255,87.57,44.47,0,0,,0,0.04,0.001198875,0,0.01,17,56,32,224,3,0.47,9.6,UNDEV,DEV
RT99024,TidalCreek,3.47,25.69,32.57,7.4,5.55,4.28,,,11,1.041392685,19.65,0,0.33,0,,0,0.01,0.000140427,0.001883333,0.006208972,8,184,19,164,3,0.44,1.73,UNDEV,DEV
RT99026,TidalCreek,2.65,32.95,27.51,7.31,8.7,12.18,,,0,0,49.69,0,0,0,,0,0.02,0,0,0.008168937,15,357,29,532,4,0.36,0.44,UNDEV,UNDEV
RT99027,TidalCreek,4.74,20.13,29.87,7.3,12,15.26,,,13,1.113943352,39.38,0,0.96,0,,0,0.01,0.000354974,0.005377778,0.006604312,11,74,14,48,3,0.42,9.46,UNDEV,DEV
RT99028,TidalCreek,4.49,35.89,30.9,7.72,10.63,33.67,,,0,0,87.88,9.43,0,0,,0,0.04,0.000210529,0,0.01,12,37,36,218,4,0.53,1.57,UNDEV,UNDEV
RT99029,TidalCreek,,32.33,31.66,7.6,31.97,9.88,,,8,0.903089987,22.24,0,0,0,,0,0.01,0.000126139,0,0.005983246,6,23,25,172,3,0.37,0.47,UNDEV,UNDEV
RT99030,TidalCreek,3.68,32.75,31.4,7.49,20.7,26.1,,,13,1.113943352,70.25,35.85,0,0.04,,0.000932755,0.03,0.001368883,0,0.01,13,206,42,239,4.5,0.58,5.45,UNDEV,DEV
RT99036,TidalCreek,4.04,32.38,27.41,7.48,12.28,95.82,,,8,0.903089987,203.94,75.73,0,0,,0,0.1,0.008529202,0,0.03,11,58,24,165,3.5,0.42,0.44,UNDEV,UNDEV
RT99037,TidalCreek,3.06,20.35,29.26,7.12,7.42,5.49,,,60,1.77815125,26.9,0,0,0,,0,0.01,0.000066753,0,0.00527853,2,2,8,62,2.5,0.32,0.11,UNDEV,UNDEV
RT99038,TidalCreek,4.77,35.95,30.83,7.85,7.48,41.74,,,0,0,97.63,19.25,0,0.07,,0.001629067,0.04,0.000811082,0,0.01,20,74,17,146,3,0.4,1.57,UNDEV,UNDEV
RT99039,TidalCreek,3.63,34.25,31.09,7.65,9.34,9.27,,,4,0.602059991,26.03,0,0,0,,0,0.01,0,0,0.006261546,13,20,41,261,4,0.53,0.96,UNDEV,UNDEV
RT99040,TidalCreek,4.39,33.43,31.29,7.48,16.21,14.66,,,8,0.903089987,39.21,0,0,0,,0,0.02,0,0,0.007532254,13,238,23,488,2.5,0.35,5.45,UNDEV,DEV
